학번,학수번호,과목명,학점,이수구분,성적,평점,재수강여부,년도,학기
2026372793,GEN0060,경제원론2,3,전공핵심,,,false,2026,2
2026372793,ACT1003,계리프로그래밍,3,전공기초,,,false,2026,2
2026372793,ACT1006,미적분학2,3,전공기초,,,false,2026,2
2026372793,ACT1007,보험원론,3,전공핵심,,,false,2026,2
2026372793,CUL7135,파이썬과데이터분석,3,교양필수,,,false,2026,2
2026372793,BUS1010,회계정보의이해,3,전공기초,,,false,2026,2
2026275939,DES1001,스튜디오프랙티스,3,전공기초,B,3.0,false,2026,1
2026275939,DES1002,2D디지털디자인,3,전공기초,B+,3.5,false,2026,1
2026275939,DES1004,드로잉파운데이션,3,전공기초,B,3.0,false,2026,1
2026275939,VCC1001,IC-PBL과비전설계,1,교양필수,C+,2.5,false,2026,1
2026275939,CUL2100,아카데믹글쓰기,2,교양필수,C+,2.5,false,2026,1
2026275939,CLU7124,AI리터러시,2,교양필수,B,3.0,false,2026,1
2026275939,CUL7135,파이썬과데이터분석,3,교양필수,,,false,2026,2
2026275939,DES1005,크리에이티브프로세스,3,전공기초,,,false,2026,2
2026275939,DES1003,3D스페이셜디자인,3,전공기초,,,false,2026,2
2026275939,CUL7125,ESG와SDGs이해,2,교양필수,,,false,2026,2
2026990844,GEN0063,일반물리학1,3,전공기초,C,2.0,false,2026,1
2026990844,GEN1030,컴퓨터개론,3,전공핵심,C+,2.5,false,2026,1
2026990844,GEN2052,미분적분학1,3,전공기초,A+,4.5,false,2026,1
2026990844,CSE1017,프로그래밍기초,3,전공기초,C,2.0,false,2026,1
2026990844,CUL7125,ESG와SDGs이해,2,교양필수,A,4.0,false,2026,1
2026990844,VCC1001,IC-PBL과비전설계,1,교양필수,B+,3.5,false,2026,1
2026990844,CUL7133,파이썬과인공지능,3,교양필수,B,3.0,false,2026,1
2026990844,DAI1002,인공지능코딩,3,전공기초,B+,3.5,false,2026,1
2026990844,CLU7124,AI리터러시,2,교양필수,A+,4.5,false,2026,1
2026990844,MMT2009,인공지능의이해,3,전공핵심,,,false,2026,2
2026990844,ELE3037,확률과통계,3,전공기초,,,false,2026,2
2026990844,CSE2018,시스템프로그래밍기초,3,전공핵심,,,false,2026,2
2026990844,DAI1001,오픈소스실전인공지능,3,전공핵심,,,false,2026,2
2026990844,CUL2100,아카데믹글쓰기,2,교양필수,,,false,2026,2
2026835244,DCC2019,프리젠테이션기술과피칭전략,3,전공핵심,A,4.0,false,2026,1
2026835244,DCC1011,콘텐츠스토리텔링기초,3,전공기초,B,3.0,false,2026,1
2026835244,DCC2001,창의적발상법,3,전공기초,B+,3.5,false,2026,1
2026835244,VCC1001,IC-PBL과비전설계,1,교양필수,B,3.0,false,2026,1
2026835244,DCC1010,문화콘텐츠의기초,3,전공기초,B+,3.5,false,2026,1
2026835244,CUL2100,아카데믹글쓰기,2,교양필수,B,3.0,false,2026,1
2026835244,CLU7124,AI리터러시,2,교양필수,B+,3.5,false,2026,1
2026835244,CUL7135,파이썬과데이터분석,2,교양필수,,,false,2026,2
2026835244,DCC1007,문화콘텐츠인문학,3,전공기초,,,false,2026,2
2026835244,DCC2017,문화콘텐츠마케팅,3,전공기초,,,false,2026,2
2026835244,DCC2005,문화콘텐츠기획론,3,전공핵심,,,false,2026,2
2026835244,DCC2004,멀티미디어저작실습,3,전공핵심,,,false,2026,2
2026835244,CUL7125,ESG와SDGs이해,2,교양필수,,,false,2026,2
2026301939,VCC1001,IC-PBL과비전설계,1,교양필수,A,4.0,false,2026,1
2026301939,JMC1008,커뮤니케이션학의이해,3,전공기초,A,4.0,false,2026,1
2026301939,JMC2030,미디어제작의이해,3,전공기초,A+,4.5,false,2026,1
2026301939,CUL2100,아카데믹글쓰기,2,교양필수,B,3.0,false,2026,1
2026301939,CLU7124,AI리터러시,2,교양필수,A,4.0,false,2026,1
2026301939,CUL7135,파이썬과데이터분석,2,교양필수,,,false,2026,2
2026301939,CUL7125,ESG와SDGs이해,2,교양필수,,,false,2026,2
2026301939,JMC2000,디지털미디어사회의이해,3,전공기초,,,false,2026,2
2026301939,JOU3066,스피치커뮤니케이션의이해,3,전공기초,,,false,2026,2
2026592198,VCC1001,IC-PBL과비전설계,1,교양필수,A+,4.5,false,2026,1
2026592198,GEN0044,경영학원론,3,전공기초,A,4.0,false,2026,1
2026592198,GEN0059,경제원론1,3,전공기초,B,3.0,false,2026,1
2026592198,ECO1001,경제학입문,3,전공핵심,B+,3.5,false,2026,1
2026592198,CUL7125,ESG와SDGs이해,2,교양필수,,,false,2026,2
2026592198,ECO1002,경제수학,3,전공기초,,,false,2026,2
2026592198,GEN0060,경제원론2,3,전공기초,,,false,2026,2
2026592198,ECO1022,기업가정신과관계역량,1,전공핵심,,,false,2026,2
2026592198,CUL7135,파이썬과데이터분석,3,교양필수,,,false,2026,2
2026420214,VCC1001,IC-PBL과비전설계,1,교양필수,A+,4.5,false,2026,1
2026420214,JMC1008,커뮤니케이션학의이해,3,전공기초,B+,3.5,false,2026,1
2026420214,JMC2030,미디어제작의이해,3,전공기초,B,3.0,false,2026,1
2026420214,CUL2100,아카데믹글쓰기,2,교양필수,A,4.0,false,2026,1
2026420214,CLU7124,AI리터러시,2,교양필수,A,4.0,false,2026,1
2026420214,CUL7135,파이썬과데이터분석,2,교양필수,,,false,2026,2
2026420214,CUL7125,ESG와SDGs이해,2,교양필수,,,false,2026,2
2026420214,JMC2000,디지털미디어사회의이해,3,전공기초,,,false,2026,2
2026420214,JOU3066,스피치커뮤니케이션의이해,3,전공기초,,,false,2026,2
2026718439,GEN0063,일반물리학1,3,전공기초,B,3.0,false,2026,1
2026718439,CAR0005,인공지능로봇의이해,2,전공기초,B,3.0,false,2026,1
2026718439,CUL7125,ESG와SDGs이해,2,교양필수,A+,4.5,false,2026,1
2026718439,CUL7133,파이썬과인공지능,3,교양필수,A+,4.5,false,2026,1
2026718439,GEN0066,일반물리학실험1,1,전공기초,B+,3.5,false,2026,1
2026718439,GEN2052,미분적분학1,3,전공기초,B+,3.5,false,2026,1
2026718439,ROB1001,기초로봇공학개론,3,전공기초,A,4.0,false,2026,1
2026718439,VCC1001,IC-PBL과비전설계,1,교양필수,A+,4.5,false,2026,1
2026718439,CUL7124,AI리터러시,2,교양필수,D,1.0,false,2026,1
2026718439,GEN0064,일반물리학2,3,전공기초,,,false,2026,2
2026718439,CAR0001,어드벤쳐디자인1,1,전공기초,,,false,2026,2
2026718439,COE3051,공업수학1,3,전공기초,,,false,2026,2
2026718439,GEN2053,미분적분학2,3,전공기초,,,false,2026,2
2026718439,ITE1009,C프로그래밍,2,전공기초,,,false,2026,2
2026718439,ROB1002,기초로봇공학실험,3,전공기초,,,false,2026,2
2026718439,CUL2100,아카데믹글쓰기,2,교양필수,,,false,2026,2
2026391668,GEN0063,일반물리학1,3,전공기초,B,3.0,false,2026,1
2026391668,CSE1017,프로그래밍기초,3,전공기초,B+,3.5,false,2026,1
2026391668,CSE1007,논리학(컴퓨터전공),3,전공기초,C+,2.5,false,2026,1
2026391668,GEN2052,미분적분학1,3,전공기초,A+,4.5,false,2026,1
2026391668,CUL7125,ESG와SDGs이해,2,교양필수,A+,4.5,false,2026,1
2026391668,VCC1001,IC-PBL과비전설계,1,교양필수,A,4.0,false,2026,1
2026391668,CUL7133,파이썬과인공지능,3,교양필수,A+,4.5,false,2026,1
2026391668,CLU7124,AI리터러시,2,교양필수,C+,2.5,false,2026,1
2026391668,MMT4017,퓨쳐미디어와디지털아트,3,전공핵심,,,false,2026,2
2026391668,ICT1001,기초확률통계,3,전공기초,,,false,2026,2
2026391668,CSE2010,자료구조론,3,전공기초,,,false,2026,2
2026391668,MCD1001,디자인테크놀로지융합의이해,3,전공핵심,,,false,2026,2
2026391668,MMT2012,디지털미디어의디자인활용,3,전공핵심,,,false,2026,2
2026391668,CS31020,창의융합설계,2,전공핵심,,,false,2026,2
2026391668,CUL2100,아카데믹글쓰기,2,교양필수,,,false,2026,2
2026896907,DES1002,2D디지털디자인,3,전공기초,B,3.0,false,2026,1
2026896907,DES1004,드로잉파운데이션,3,전공기초,B,3.0,false,2026,1
2026896907,CLU7124,AI리터러시,2,교양필수,A+,4.5,false,2026,1
2026896907,CUL7125,ESG와SDGs이해,2,교양필수,,,false,2026,2
2026851413,GEN0063,일반물리학1,3,전공기초,A,4.0,false,2026,1
2026851413,GEN0066,일반물리학실험1,1,전공기초,B+,3.5,false,2026,1
2026851413,CUL7125,ESG와SDGs이해,2,교양필수,B,3.0,false,2026,1
2026851413,VCC1001,IC-PBL과비전설계,1,교양필수,F,0.0,false,2026,1
2026851413,CUL7131,창의적프로그래밍기초와실습,3,교양필수,B+,3.5,false,2026,1
2026851413,GEN0068,일반화학1,3,전공기초,A,4.0,false,2026,1
2026851413,GEN2052,미분적분학1,3,전공기초,B,3.0,false,2026,1
2026851413,GEN0070,일반화학실험1,1,전공기초,B+,3.5,false,2026,1
2026851413,GEN0064,일반물리학2,3,전공기초,,,false,2026,2
2026851413,GEN0067,일반물리학실험2,1,전공기초,,,false,2026,2
2026851413,CUL7128,오픈소스개발과활용,3,교양필수,,,false,2026,2
2026851413,GEN2053,미분적분학2,3,전공기초,,,false,2026,2
2026851413,GEN0069,일반화학2,3,전공기초,,,false,2026,2
2026851413,CUL2100,아카데믹글쓰기,2,교양필수,,,false,2026,2
2026851413,GEN0071,일반화학실험2,1,전공기초,,,false,2026,2
2026880879,CLU7124,AI리터러시,2,교양필수,B,3.0,false,2026,1
2026880879,CUL2100,아카데믹글쓰기,2,교양필수,B+,3.5,false,2026,1
2026880879,APR1004,커뮤니케이션론,3,전공기초,C+,2.5,false,2026,1
2026880879,VCC1001,IC-PBL과비전설계,1,교양필수,B+,3.5,false,2026,1
2026880879,CUL7135,파이썬과데이터분석,3,교양필수,,,false,2026,2
2026880879,APR1038,크리에이티브디자인,3,전공기초,,,false,2026,2
2026880879,APR1037,전략적커뮤니케이션,3,전공기초,,,false,2026,2
2026880879,CUL7125,ESG와SDGs이해,2,교양필수,,,false,2026,2
2026880879,APR2014,홍보원론,3,전공기초,,,false,2026,2
2026880879,GEN3065,컴퓨터그래픽응용,2,전공핵심,,,false,2026,2
2026880879,APR2013,광고원론,3,전공기초,,,false,2026,2
2026498468,GEN0063,일반물리학1,3,전공기초,A,4.0,false,2026,1
2026498468,EMS1020,해양융합공학개론,2,전공기초,B+,3.5,false,2026,1
2026498468,GEN2052,미분적분학1,3,전공기초,A+,4.5,false,2026,1
2026498468,GEN0074,일반생물학1,3,전공기초,B+,3.5,false,2026,1
2026498468,CUL7125,ESG와SDGs이해,2,교양필수,A+,4.5,false,2026,1
2026498468,VCC1001,IC-PBL과비전설계,1,교양필수,B+,3.5,false,2026,1
2026498468,GEN0068,일반화학1,3,전공기초,B+,3.5,false,2026,1
2026498468,GEN0064,일반물리학2,3,전공기초,,,false,2026,2
2026498468,GEN2053,미분적분학2,3,전공기초,,,false,2026,2
2026498468,GEN0075,일반생물학2,3,전공기초,,,false,2026,2
2026498468,EMS1021,해양융합공학일반화학실험,1,전공기초,,,false,2026,2
2026498468,CLU7124,AI리터러시,2,교양필수,,,false,2026,2
2026498468,CUL2100,아카데믹글쓰기,2,교양필수,,,false,2026,2
2026498468,GEN0069,일반화학2,3,전공기초,,,false,2026,2
2026711484,DES1001,스튜디오프랙티스,3,전공기초,B+,3.5,false,2026,1
2026711484,DES1002,2D디지털디자인,3,전공기초,B+,3.5,false,2026,1
2026711484,DES1004,드로잉파운데이션,3,전공기초,F,0.0,false,2026,1
2026711484,VCC1001,IC-PBL과비전설계,1,교양필수,C,2.0,false,2026,1
2026711484,CUL2100,아카데믹글쓰기,2,교양필수,A+,4.5,false,2026,1
